0	0.000
1	0.000
2	0.000
3	0.000
4	0.000
5	0.000
6	0.000
7	0.000
8	0.000
9	0.000
10	0.000
11	0.000
12	0.000
13	0.000
14	0.000
15	0.000
16	0.000
17	0.000
18	0.000
19	0.000
20	0.000
21	0.000
22	0.000
23	0.000
24	0.000
25	0.000
26	0.000
27	0.000
28	0.000
29	0.000
30	0.000
31	0.000
32	0.000
33	486.647
34	735.334
35	729.448
36	719.409
37	720.061
38	713.279
39	708.175
40	702.118
41	694.618
42	694.090
43	687.529
44	678.223
45	677.154
46	674.349
47	670.137
48	666.415
49	655.237
50	654.242
51	657.215
52	645.971
53	638.560
54	634.429
55	632.728
56	631.413
57	617.734
58	620.120
59	612.296
60	608.702
61	599.348
62	601.763
63	594.035
64	589.575
65	583.561
66	581.138
67	578.735
68	578.392
69	570.599
70	561.339
71	565.155
72	556.608
73	559.049
74	549.311
75	539.783
76	541.326
77	536.737
78	533.552
79	525.809
80	524.455
81	522.133
82	520.490
83	510.368
84	513.591
85	506.379
86	505.030
87	500.161
88	496.239
89	492.597
90	487.521
91	490.351
92	483.397
93	478.807
94	473.095
95	473.157
96	464.547
97	466.728
98	466.611
99	458.352
100	450.823
101	457.230
102	449.555
103	450.345
104	440.906
105	436.931
106	435.342
107	432.841
108	431.146
109	428.724
110	424.676
111	420.736
112	414.481
113	417.602
114	408.136
115	410.671
116	404.621
117	397.127
118	396.710
119	397.125
120	393.572
121	392.023
122	388.715
123	383.589
124	384.841
125	378.300
126	381.069
127	375.262
128	371.257
129	370.950
130	368.004
131	363.960
132	357.111
133	364.203
134	357.208
135	356.234
136	352.021
137	348.821
138	346.233
139	341.742
140	345.065
141	339.231
142	335.170
143	336.922
144	329.794
145	329.734
146	325.366
147	319.381
148	318.648
149	319.214
150	316.343
151	317.717
152	311.687
153	308.557
154	310.791
155	308.460
156	303.351
157	301.502
158	295.313
159	294.185
160	294.619
161	291.514
162	295.692
163	287.827
164	285.147
165	285.388
166	284.003
167	281.025
168	278.249
169	275.975
170	276.470
171	277.168
172	272.492
173	266.687
174	265.789
175	267.105
176	261.848
177	259.690
178	258.978
179	256.538
180	253.787
181	253.678
182	253.968
183	249.937
184	246.627
185	246.502
186	243.978
187	246.061
188	240.766
189	241.028
190	238.762
191	236.763
192	234.239
193	231.832
194	231.428
195	231.870
196	229.542
197	225.159
198	226.364
199	223.785
200	220.876
201	218.826
202	217.541
203	217.063
204	216.083
205	213.324
206	213.669
207	211.822
208	208.858
209	207.014
210	207.333
211	203.418
212	203.343
213	204.290
214	198.982
215	198.305
216	197.155
217	194.805
218	193.081
219	194.198
220	192.363
221	189.021
222	190.393
223	187.030
224	187.217
225	185.932
226	183.785
227	182.972
228	181.589
229	179.508
230	178.570
231	178.176
232	178.750
233	174.468
234	173.107
235	173.207
236	172.778
237	170.872
238	167.656
239	166.485
240	165.084
241	165.585
242	163.169
243	161.049
244	160.454
245	160.661
246	159.728
247	156.273
248	157.540
249	154.070
250	154.012
251	153.779
252	151.065
253	150.775
254	150.007
255	149.142
256	147.740
257	147.757
258	146.057
259	145.004
260	142.819
261	143.094
262	142.220
263	143.315
264	140.191
265	137.694
266	138.584
267	136.583
268	135.513
269	135.631
270	134.901
271	132.921
272	132.624
273	131.829
274	130.822
275	129.554
276	128.599
277	126.779
278	127.632
279	124.433
280	124.719
281	123.718
282	121.997
283	121.424
284	121.935
285	121.689
286	119.175
287	118.329
288	117.639
289	116.190
290	115.645
291	115.369
292	115.264
293	113.805
294	111.558
295	112.201
296	110.726
297	110.961
298	109.694
299	109.686
300	107.760
301	106.909
302	107.931
303	105.505
304	104.609
305	105.426
306	103.580
307	102.597
308	102.342
309	101.727
310	99.640
311	99.785
312	98.749
313	99.092
314	98.313
315	98.310
316	96.253
317	96.092
318	94.268
319	94.638
320	93.969
321	93.087
322	91.336
323	91.015
324	91.167
325	90.275
326	88.888
327	88.429
328	88.864
329	87.546
330	86.562
331	86.933
332	85.412
333	85.124
334	85.763
335	84.275
336	83.185
337	83.384
338	82.790
339	81.655
340	80.797
341	81.419
342	79.227
343	79.730
344	78.379
345	78.613
346	77.616
347	77.580
348	77.070
349	75.732
350	74.579
351	74.922
352	74.591
353	73.495
354	73.351
355	73.659
356	72.445
357	71.460
358	71.130
359	70.380
360	70.733
361	69.718
362	68.040
363	69.022
364	68.331
365	68.084
366	44.817
367	0.000
368	0.000
369	0.000
370	0.000
371	0.000
372	0.000
373	0.000
374	0.000
375	0.000
376	0.000
377	0.000
378	0.000
379	0.000
380	0.000
381	0.000
382	0.000
383	0.000
384	0.000
385	0.000
386	0.000
387	0.000
388	0.000
389	0.000
390	0.000
391	0.000
392	0.000
393	0.000
394	0.000
395	0.000
396	0.000
397	0.000
398	0.000
399	0.000
